player_id,short_name,long_name,nationality_name,age,player_positions,club_name,overall,potential,pace,shooting,passing,dribbling,defending,physic,age,physic,mentality_aggression,mentality_interceptions,power_stamina,power_strength,defending_marking_awareness,power_jumping,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,mentality_composure,movement_reactions,skill_long_passing,skill_dribbling,skill_fk_accuracy,skill_ball_control,attacking_crossing,power_shot_power,attacking_finishing,skill_curve,movement_balance,attacking_volleys,power_long_shots,mentality_vision,mentality_penalties,movement_agility
257288,M. Okoye,Maduka Emilio Okoye,Nigeria,20,GK,Sparta Rotterdam,64,74,,,,,,,20,,26,18,21,71,14,43,16,16,11,37.0,63,61,14,11,15,15,44,6,13,38,6,6,36,14,31
257712,J. Mertens,Jenthe Mertens,Belgium,20,"RB, RM",Waasland-Beveren,64,74,70.0,45.0,58.0,59.0,59.0,70.0,20,70.0,72,58,74,68,57,69,63,61,52,59.0,59,57,56,52,62,59,52,43,48,66,28,45,58,40,63
258116,F. Andueza,Federico Andueza Velazco,Uruguay,23,CB,Plaza Colonia,64,74,61.0,32.0,47.0,54.0,62.0,72.0,23,72.0,62,64,62,80,58,82,62,62,68,55.0,58,58,48,25,60,35,54,25,35,58,25,25,35,35,61
258698,Afonso Sousa,Afonso Gamelas de Pinho Sousa,Portugal,20,"LM, CAM",Belenenses,64,74,67.0,50.0,59.0,69.0,38.0,49.0,20,49.0,42,33,61,47,29,46,46,41,47,48.0,63,61,69,42,73,54,67,45,53,79,45,40,54,59,52
222466,José Carlos,José Carlos Ramírez Suárez,Spain,24,"CB, LB",Alcorcón,64,73,40.0,37.0,53.0,54.0,65.0,65.0,24,65.0,56,67,66,67,60,72,66,69,64,59.0,64,67,49,48,63,55,52,31,49,66,31,40,29,34,36
225458,B. Saavedra,Bayron Antonio Saavedra Navarro,Chile,22,LB,Coquimbo Unido,64,73,74.0,35.0,51.0,61.0,61.0,62.0,22,62.0,64,56,59,62,64,67,67,65,44,53.0,55,52,62,27,59,62,40,34,31,67,25,33,38,35,66
227764,J. Jones,Jodi Jones,England,22,"RW, LW, RM",Coventry City,64,73,83.0,60.0,58.0,68.0,26.0,45.0,22,45.0,49,30,49,40,31,59,21,19,28,57.0,44,49,70,62,63,63,61,59,64,82,58,60,60,58,81
228369,J. Walton,Jack Walton,England,22,GK,Barnsley,64,73,,,,,,,22,,26,13,25,43,19,53,19,20,20,36.0,58,19,19,20,24,13,45,16,14,40,11,14,31,27,32
229379,L. de la Torre,Luca Daniel de la Torre,United States,22,"RM, CAM, LM",Heracles Almelo,64,73,68.0,52.0,61.0,69.0,41.0,42.0,22,42.0,34,31,53,39,59,55,32,32,38,60.0,53,57,70,48,67,50,52,52,53,78,53,48,69,51,76
229398,H. McKirdy,Harry McKirdy,England,23,"LW, ST",Port Vale,64,73,77.0,59.0,59.0,66.0,31.0,46.0,23,46.0,40,32,69,35,24,68,32,35,47,62.0,55,57,64,51,62,62,59,62,55,87,52,57,61,56,81
230864,C. Blackett-Taylor,Corey Josiah Paul Blackett-Taylor,England,22,"LM, LW",Tranmere Rovers,64,73,90.0,57.0,53.0,66.0,22.0,68.0,22,68.0,66,20,66,70,20,71,18,16,50,53.0,52,43,66,39,63,54,59,59,47,74,42,55,58,56,82
231947,Oh Se Hun,오세훈 Se Hun Oh,Korea Republic,21,ST,Sangju Sangmu,64,73,56.0,61.0,41.0,60.0,35.0,72.0,21,72.0,64,24,58,83,42,73,28,20,76,51.0,62,24,57,28,62,28,62,69,32,74,44,47,54,58,59
233017,Park Han Bin,박한빈 朴限彬,Korea Republic,22,"CM, CDM",Daegu,64,73,41.0,47.0,62.0,59.0,58.0,70.0,22,70.0,62,63,74,74,59,51,58,54,49,55.0,67,65,57,33,59,55,62,34,37,59,30,61,69,43,65
233018,Kim Dae Won,김대원 金大元,Korea Republic,23,"ST, LW",Daegu,64,73,80.0,60.0,59.0,66.0,25.0,63.0,23,63.0,64,17,67,60,34,77,12,15,61,70.0,62,44,67,34,65,65,67,58,40,69,50,60,64,60,68
233780,A. Maldonado,Luis Alexis Maldonado,Argentina,22,CB,Banfield,64,73,51.0,32.0,37.0,42.0,66.0,73.0,22,73.0,65,65,71,80,65,52,70,64,60,63.0,63,41,33,33,51,27,44,27,29,44,29,28,36,40,45
235329,J. Gibbons,James Andrew Gibbons,England,22,RB,Port Vale,64,73,73.0,35.0,56.0,62.0,60.0,67.0,22,67.0,79,59,74,57,61,81,61,60,53,60.0,60,53,59,42,60,61,48,29,57,72,25,33,51,35,82
235618,K. Wilson,Kane Leo Wilson,England,20,"RB, RWB",Forest Green Rovers,64,73,79.0,39.0,54.0,63.0,58.0,67.0,20,67.0,58,58,78,64,57,70,60,60,51,58.0,54,52,63,35,60,58,47,35,50,71,28,39,52,41,76
236467,F. Götze,Felix Götze,Germany,22,"CB, CDM",FC Augsburg,64,73,58.0,31.0,52.0,59.0,66.0,62.0,22,62.0,55,59,54,69,64,63,70,69,67,49.0,58,59,56,28,59,36,42,28,30,64,34,29,50,30,67
236507,T. Conechny,Tomás José Conechny,Argentina,22,"ST, CAM, LM",Portland Timbers,64,73,79.0,62.0,56.0,67.0,24.0,48.0,22,48.0,34,20,65,42,20,85,18,18,65,56.0,61,55,64,43,64,43,62,64,41,84,53,58,63,61,87
236587,M. Farfan,Marco Farfan,United States,21,"LB, CB, CDM",Portland Timbers,64,73,68.0,34.0,50.0,65.0,61.0,64.0,21,64.0,66,60,72,57,63,79,63,63,52,47.0,64,53,62,37,62,50,34,27,36,88,29,49,34,56,77
236703,D. Raum,David Raum,Germany,22,"LB, LM",SpVgg Greuther Fürth,64,73,83.0,58.0,62.0,69.0,52.0,60.0,22,60.0,46,49,72,60,54,58,52,54,54,57.0,63,54,68,37,67,64,61,57,66,75,48,62,59,49,76
237371,L. Bengtsson,Erik Martin Leo Bengtsson,Sweden,22,"LW, LM",Häcken,64,73,85.0,54.0,54.0,65.0,36.0,55.0,22,55.0,56,33,72,46,45,58,33,28,35,62.0,62,48,64,39,63,56,48,58,50,76,47,50,59,56,75
237440,H. Delcroix,Hannes Delcroix,Belgium,21,CB,Anderlecht,64,73,63.0,28.0,54.0,58.0,65.0,67.0,21,67.0,62,69,69,68,63,58,67,65,55,59.0,62,66,53,27,64,41,45,21,24,65,23,26,47,33,62
237626,Y. Neyou,Yvan Neyou Noupa,Cameroon,23,"CM, CDM",Saint-Étienne,64,73,65.0,54.0,62.0,64.0,61.0,54.0,23,54.0,54,62,65,48,62,66,64,56,55,66.0,65,64,63,45,66,49,61,52,54,67,47,49,64,67,63
237679,R. Kolo Muani,Randal Kolo Muani,France,21,"ST, RW, LW",Nantes,64,73,70.0,63.0,51.0,65.0,26.0,51.0,21,51.0,31,18,40,62,24,70,19,27,68,61.0,52,54,65,49,67,32,62,65,50,54,52,63,54,61,69
237718,S. Ambri,Steve Brahim Joshep Omar Ambri,France,22,"LM, ST",Sochaux,64,73,84.0,61.0,53.0,68.0,25.0,56.0,22,56.0,47,19,58,58,23,64,22,20,54,53.0,58,44,67,46,67,49,56,65,49,71,54,59,57,63,75
238263,F. Knudsen,Fredrik Pallesen Knudsen,Norway,23,CB,Haugesund,64,73,53.0,25.0,40.0,41.0,62.0,74.0,23,74.0,72,64,65,79,57,83,65,64,63,58.0,61,46,32,23,50,31,42,18,23,45,28,21,26,34,42
238519,H. Al Shamrani,Hamdan Al Shamrani,Saudi Arabia,23,"CB, LB",Al Ittihad,64,73,83.0,54.0,56.0,64.0,60.0,74.0,23,74.0,76,59,76,71,56,85,64,62,59,58.0,64,49,64,60,62,62,60,49,58,67,56,57,50,52,67
238578,Lee Jin Hyun,이진현 Jin Hyun Lee,Korea Republic,22,"CAM, CM",Daegu,64,73,74.0,54.0,65.0,66.0,47.0,49.0,22,49.0,52,50,66,36,60,72,35,49,31,60.0,60,62,65,65,66,60,44,60,68,74,52,48,67,51,74
239145,E. Massouema,Eden Massouema,France,23,"CM, CDM",Troyes,64,73,65.0,48.0,61.0,64.0,63.0,69.0,23,69.0,59,64,71,72,57,66,68,62,62,59.0,63,67,62,47,66,49,66,38,52,59,44,50,58,51,68
239268,N. Manzambi,Neftali Benedict Manzambi,Switzerland,23,ST,Sporting Gijón,64,73,76.0,62.0,49.0,65.0,24.0,65.0,23,65.0,32,13,55,82,28,76,15,19,63,51.0,51,42,66,32,62,41,66,64,53,70,56,57,48,59,78
239369,T. Bijleveld,Teun Bijleveld,Netherlands,22,"CM, CAM",Heracles Almelo,64,73,66.0,52.0,66.0,69.0,54.0,55.0,22,55.0,43,50,65,55,52,56,61,54,48,64.0,58,68,68,52,70,61,61,48,65,74,55,54,68,56,70
239418,L. Lauberbach,Lion Lauberbach,Germany,22,"ST, LM, CF",Holstein Kiel,64,73,70.0,62.0,58.0,64.0,39.0,72.0,22,72.0,61,25,76,75,41,67,43,25,63,54.0,59,56,65,45,66,58,61,65,45,57,62,60,56,52,63
239496,Y. Fekir,Yassin Fékir,France,23,"LW, RW, CAM",Real Betis,64,73,73.0,56.0,60.0,70.0,30.0,56.0,23,56.0,67,20,53,53,27,49,34,34,47,60.0,52,52,70,59,68,65,63,55,57,83,56,49,57,58,82
239501,J. Tartarotti,Johannes Tartarotti,Austria,20,"CM, CAM, LM",Rheindorf Altach,64,73,65.0,57.0,64.0,67.0,60.0,64.0,20,64.0,62,65,69,62,60,60,63,58,47,59.0,62,62,65,58,67,64,62,57,62,76,49,58,64,46,70
239806,A. Khammas,Amine Khammas,Morocco,21,LB,Waasland-Beveren,64,73,77.0,33.0,60.0,70.0,56.0,53.0,21,53.0,68,56,68,38,56,72,61,60,40,61.0,57,63,70,32,68,68,38,28,59,70,30,35,55,27,83
240959,Steven Prieto,Steven Nicanor Prieto Morales,Spain,22,ST,Real Oviedo,64,73,62.0,64.0,49.0,62.0,26.0,67.0,22,67.0,63,26,66,69,19,70,24,17,64,53.0,58,41,61,42,63,38,67,66,45,67,55,61,47,60,61
241132,J. Candia,Jordy Joan Candía Zeballos,Bolivia,24,CB,Blooming,64,73,54.0,30.0,34.0,32.0,67.0,76.0,24,76.0,71,66,84,73,67,84,65,71,69,49.0,45,25,22,23,35,39,39,30,34,70,27,22,40,37,46
242577,R. Faivre,Romain Faivre,France,21,CM,Brest,64,73,61.0,53.0,65.0,65.0,58.0,58.0,21,58.0,53,62,64,56,54,65,60,56,55,59.0,62,65,64,52,65,59,63,49,51,67,34,56,67,53,68
242678,J. Salazar,Juan Camilo Salazar Hinestrosa,Colombia,23,RM,Millonarios,64,73,74.0,46.0,57.0,70.0,35.0,51.0,23,51.0,41,24,53,56,56,37,25,29,31,68.0,58,48,72,34,65,59,55,46,42,81,50,32,62,49,74
242965,F. Hornby,Fraser Hornby,Scotland,20,ST,Stade de Reims,64,73,61.0,64.0,49.0,60.0,24.0,67.0,20,67.0,61,16,41,83,19,63,21,19,68,58.0,61,44,64,40,60,35,65,63,53,36,58,67,53,59,55
243705,F. Chabrolle,Florian Chabrolle,France,22,"CAM, RW",Olympique de Marseille,64,73,59.0,57.0,63.0,69.0,31.0,47.0,22,47.0,40,28,65,40,23,52,38,36,38,55.0,73,60,70,54,64,64,62,54,65,80,52,58,63,60,74
243713,I. Marega,Issa Marega,France,22,"CB, CDM",Châteauroux,64,73,38.0,35.0,53.0,53.0,61.0,79.0,22,79.0,60,61,71,93,56,63,64,66,65,48.0,54,65,51,33,61,28,63,26,31,31,30,25,55,45,49
244311,Lucas Ribeiro,Lucas Ribeiro Costa,Brazil,21,RW,Sporting Charleroi,64,73,74.0,61.0,57.0,67.0,27.0,55.0,21,55.0,32,22,56,62,24,69,30,24,39,54.0,61,54,67,55,65,59,61,62,57,74,53,63,54,56,72
244528,H. Ouro-Sama,Hakim Ouro-Sama,Togo,22,CB,Lille,64,73,64.0,30.0,46.0,48.0,65.0,63.0,22,63.0,54,60,57,68,64,79,69,70,64,48.0,55,53,42,26,53,32,43,24,39,58,29,29,38,43,57
244971,D. Furtado,Damien Furtado,France,23,LW,Rio Ave,64,73,78.0,61.0,53.0,68.0,28.0,52.0,23,52.0,32,25,54,61,23,41,28,29,47,53.0,56,41,68,45,68,60,68,67,53,70,57,43,55,59,70
245497,Chema Núñez,José Manuel Núñez Martín,Spain,22,"CAM, ST",Albacete,64,73,66.0,54.0,65.0,68.0,41.0,53.0,22,53.0,43,28,55,57,50,50,38,42,45,69.0,65,68,68,57,71,60,64,50,61,77,50,48,60,72,59
245732,A. Kampetsis,Anargyros Kampetsis,Greece,21,ST,Panathinaikos,64,73,70.0,63.0,48.0,60.0,24.0,61.0,21,61.0,57,21,59,64,24,65,15,18,66,60.0,61,48,57,28,64,35,64,66,38,55,52,55,58,62,65
245750,F. Carstens,Florian-Horst Carstens,Germany,21,"CB, RB",Wehen Wiesbaden,64,73,54.0,27.0,42.0,43.0,63.0,73.0,21,73.0,65,56,59,84,64,70,67,62,65,54.0,57,32,36,22,53,43,45,22,25,40,25,20,32,30,41
246388,N. Ferraresi,Nahuel Adolfo Ferraresi Hernández,Venezuela,21,"CB, RB",Moreirense,64,73,61.0,26.0,42.0,34.0,66.0,73.0,21,73.0,71,59,64,78,68,74,68,67,62,61.0,45,51,29,24,30,27,40,21,27,54,29,17,35,42,53
246434,J. Björkengren,John Gunnar Björkengren,Sweden,21,"CDM, CM",Falkenberg,64,73,66.0,53.0,57.0,64.0,60.0,66.0,21,66.0,66,61,74,63,58,60,63,58,57,69.0,64,56,62,48,66,42,53,52,43,67,46,55,61,56,66
246803,D. Jones,DeJuan Lytelle Jones,United States,23,"LB, LM",New England,64,73,83.0,57.0,57.0,63.0,59.0,63.0,23,63.0,62,58,63,61,55,82,59,59,68,50.0,52,52,61,40,60,58,67,56,57,69,47,49,58,55,84
246952,Y. Zahary,Younn Zahary,Comoros,21,"CB, RB",Pau,64,73,66.0,33.0,38.0,40.0,64.0,71.0,21,71.0,68,62,61,77,63,74,68,66,60,55.0,47,38,31,35,50,31,46,29,27,47,27,25,30,48,52
247211,Jeka,Yevhenii Serdiuk,Ukraine,22,"LM, ST",Boavista,64,73,71.0,64.0,54.0,67.0,28.0,57.0,22,57.0,32,21,51,71,21,46,33,32,48,59.0,58,50,68,45,69,58,72,70,54,65,55,47,54,62,65
248104,Á. Tordai,Árpád Örs György Tordai,Romania,23,GK,Viitorul,64,73,,,,,,,23,,23,12,18,44,18,47,13,12,13,22.0,65,21,12,14,12,15,49,15,15,26,13,15,52,18,22
248584,A. Phliponeau,Alexandre Phliponeau,France,20,"CDM, CM",Olympique de Marseille,64,73,51.0,44.0,63.0,60.0,60.0,64.0,20,64.0,61,57,66,64,62,63,60,62,53,46.0,63,64,58,58,63,52,62,36,57,70,40,42,71,57,51
250976,L. Bessilé,Loïc Anthony Bessile,France,21,"CB, LB",Bordeaux,64,73,69.0,34.0,48.0,58.0,65.0,66.0,21,66.0,58,66,60,71,59,68,68,65,71,45.0,58,46,59,34,56,58,57,26,52,66,35,27,31,42,58
251552,N. Kainourgios,Nikolaos Kainourgios,Greece,21,LB,Zulte-Waregem,64,73,63.0,49.0,54.0,58.0,60.0,67.0,21,67.0,72,56,68,66,56,61,66,67,52,55.0,62,58,57,45,58,65,51,46,29,54,36,52,42,56,66
251757,Javi Gómez,Javier Gómez Castroverde,Spain,21,"LM, RM, ST",Fuenlabrada,64,73,74.0,58.0,60.0,67.0,28.0,47.0,21,47.0,35,20,53,47,34,58,28,22,34,56.0,51,57,68,40,65,66,59,60,63,76,50,57,56,48,69
251781,R. Opruț,Raul Marian Opruț,Romania,22,LB,Hermannstadt,64,73,72.0,25.0,50.0,55.0,60.0,68.0,22,68.0,64,56,71,68,62,64,62,57,58,59.0,60,27,50,31,59,60,25,21,44,54,25,25,46,39,65
251812,B. Kemper,Boy Kemper,Netherlands,21,LB,ADO Den Haag,64,73,68.0,36.0,49.0,62.0,63.0,68.0,21,68.0,74,59,67,67,63,65,66,65,58,58.0,62,52,60,33,64,48,47,34,35,69,36,27,41,44,62
252088,Saúl Crespo,Saúl Crespo Prieto,Spain,23,"CDM, CM, CB",Ponferradina,64,73,63.0,52.0,61.0,62.0,62.0,65.0,23,65.0,66,60,61,67,62,64,62,64,66,55.0,63,65,61,52,64,50,55,52,51,53,49,50,64,57,60
252578,A. Šabanadžović,Anel Šabanadžović,Bosnia and Herzegovina,21,"CM, CDM",AEK Athens,64,73,66.0,53.0,61.0,66.0,57.0,62.0,21,62.0,63,63,66,59,58,59,55,54,52,62.0,62,64,64,52,68,47,64,45,58,66,52,54,63,55,67
252873,A. Andrade,Andrés Alberto Andrade Cedeño,Panama,21,"LM, RM, CB",LASK Linz,64,73,71.0,51.0,59.0,64.0,62.0,71.0,21,71.0,68,64,70,73,56,66,63,61,71,61.0,58,65,64,36,66,61,62,48,43,58,38,52,56,39,59
253129,G. Comas,Jorge Gastón Comas,Argentina,22,CM,Unión Santa Fe,64,73,64.0,57.0,63.0,68.0,62.0,56.0,22,56.0,67,61,61,49,59,59,67,61,59,71.0,59,59,67,55,69,56,63,55,59,71,49,55,65,55,68
253255,S. Lentinelly,Carlos Sebastián Lentinelly Villavicencio,Uruguay,22,GK,Liverpool,64,73,,,,,,,22,,29,9,24,68,11,60,9,13,12,46.0,77,28,13,13,35,17,46,8,15,35,8,9,46,21,22
253540,J. Martinez,Joe Alonso Martínez Aburto,Peru,20,"RB, RM",Sport Huancayo,64,73,71.0,54.0,60.0,62.0,59.0,66.0,20,66.0,61,61,70,65,66,68,57,55,42,61.0,60,60,62,44,58,66,50,58,64,61,53,51,57,51,71
253813,A. Contreras,Anderson Rafael Contreras Pérez,Venezuela,19,"CDM, CM",Caracas,64,73,56.0,46.0,56.0,52.0,59.0,77.0,19,77.0,58,69,89,78,59,81,57,53,46,47.0,47,59,39,37,68,47,47,39,39,66,38,60,55,42,69
254008,Belman,José Javier Belman Calvo,Spain,21,GK,Real Madrid,64,73,,,,,,,21,,17,11,27,58,9,64,11,14,10,30.0,62,30,7,13,16,11,50,5,10,46,9,9,33,15,21
255018,Bubacar Djaló,Bubacar Boi Djaló,Portugal,23,"CDM, CM",HJK,64,73,59.0,34.0,50.0,54.0,63.0,73.0,23,73.0,61,64,73,78,63,70,67,59,56,53.0,59,57,49,39,58,29,47,27,33,65,32,29,47,51,55
256528,A. Sienra,Agustín Sienra,Argentina,20,LB,Defensa y Justicia,64,73,72.0,37.0,55.0,64.0,60.0,61.0,20,61.0,57,56,70,56,55,74,65,63,66,50.0,54,58,65,32,60,60,47,33,38,75,27,32,44,46,71
256856,Fali Candé,Fali Candé,Portugal,22,LB,Portimonense,64,73,71.0,40.0,54.0,60.0,59.0,63.0,22,63.0,57,60,68,64,62,60,60,61,47,49.0,59,53,60,33,61,63,40,38,52,49,40,40,47,44,62
257027,Jesús Ruiz,Jesús Ruiz Suárez,Spain,23,GK,Alcorcón,64,73,,,,,,,23,,30,15,35,69,12,64,18,20,12,50.0,60,31,15,13,28,16,44,15,19,40,14,13,58,31,53
257713,G. Frabotta,Gianluca Frabotta,Italy,21,LB,Juventus,64,73,60.0,48.0,56.0,65.0,62.0,54.0,21,54.0,59,56,49,54,63,53,67,73,43,49.0,66,39,70,43,60,65,39,51,31,57,33,53,61,43,58
257963,T. Hall,Tim Hall,Luxembourg,23,CB,Gil Vicente,64,73,54.0,29.0,40.0,32.0,66.0,71.0,23,71.0,70,62,58,80,64,49,70,64,67,45.0,58,44,26,27,34,35,46,23,35,41,34,21,29,39,38
258557,Juanma Bravo,Juan Manuel Bravo Alcántara,Spain,22,CM,Alcorcón,64,73,64.0,59.0,62.0,64.0,61.0,65.0,22,65.0,70,59,59,67,61,54,62,57,66,56.0,63,67,63,47,66,54,70,55,48,61,46,59,60,60,68
216114,I. Näsberg,Ivan Tarek Fjellstad Näsberg,Norway,24,CB,Vålerenga,64,72,66.0,35.0,50.0,54.0,63.0,71.0,24,71.0,58,63,68,78,61,71,65,60,64,61.0,59,56,51,35,54,50,58,28,48,60,37,26,29,40,63
220532,N. Contini,Nikita Contini Baranovsky,Ukraine,24,GK,Napoli,64,72,,,,,,,24,,20,19,21,58,5,59,14,19,19,44.0,62,21,15,18,20,17,43,15,18,51,12,20,18,26,39
220912,F. Jagiełło,Filip Wojciech Jagiełło,Poland,22,"CM, CDM, CAM",Genoa,64,72,71.0,56.0,64.0,68.0,47.0,56.0,22,56.0,50,44,66,53,45,66,53,53,35,60.0,64,65,68,52,67,58,63,50,60,71,54,66,67,48,76
224204,S. Kroll,Steve Kroll,Germany,23,GK,Unterhaching,64,72,,,,,,,23,,28,13,28,72,13,60,13,11,10,41.0,64,22,20,14,23,12,44,13,14,30,9,11,42,23,33
224297,A. Gersbach,Alexander Joseph Gersbach,Australia,23,LB,AGF,64,72,80.0,36.0,55.0,62.0,59.0,66.0,23,66.0,58,59,68,69,59,62,60,59,53,59.0,57,50,59,44,60,60,36,34,54,69,33,34,54,33,77
226084,R. Hardie,Ryan Hardie,Scotland,23,ST,Plymouth Argyle,64,72,86.0,62.0,46.0,63.0,24.0,62.0,23,62.0,27,18,73,70,22,70,21,18,56,61.0,62,42,60,27,63,39,63,66,38,69,54,56,45,59,71
226288,Samu Casado,Samuel Casado Conde,Spain,23,GK,Alcorcón,64,72,,,,,,,23,,16,21,45,65,28,53,18,17,23,28.0,61,38,19,14,18,22,44,14,24,55,19,20,18,25,36
226724,C. Senior,Courtney Fitzroy Senior,England,23,RM,Colchester United,64,72,90.0,55.0,53.0,69.0,34.0,51.0,23,51.0,44,24,67,45,50,59,25,32,38,65.0,54,46,69,42,65,55,56,57,57,81,48,52,59,51,82
228638,B. Stevenson,Ben Edward Stevenson,England,23,"CDM, CM",Colchester United,64,72,70.0,60.0,65.0,64.0,58.0,62.0,23,62.0,66,58,76,54,59,53,61,57,42,71.0,59,63,63,58,65,60,64,59,61,72,51,62,67,54,69
228834,E. Wichne,Eirik Wichne,Norway,23,"RB, RWB",Start,64,72,77.0,42.0,60.0,60.0,58.0,67.0,23,67.0,62,56,73,66,63,59,58,56,44,47.0,60,65,55,49,62,60,60,34,53,69,37,38,53,45,74
229269,Z. Westbrooke,Zain Sam Westbrooke,England,23,CM,Bristol Rovers,64,72,63.0,61.0,66.0,63.0,54.0,60.0,23,60.0,58,53,69,56,56,56,56,52,50,65.0,60,66,62,69,64,61,63,59,72,69,62,60,66,64,62
229436,S. Gartenmann,Stefan Gartenmann,Denmark,23,"CB, LB, RB",SønderjyskE,64,72,60.0,33.0,54.0,54.0,63.0,73.0,23,73.0,63,57,73,77,66,77,63,66,61,63.0,67,57,51,28,57,65,54,22,30,63,27,32,53,37,50
229742,H. Alpsoy,Harun Alpsoy,Turkey,23,"CDM, CAM, CM",Antalyaspor,64,72,71.0,50.0,60.0,61.0,62.0,65.0,23,65.0,71,65,58,66,62,56,63,56,59,55.0,54,65,59,40,63,45,72,31,53,59,41,70,60,46,67
230136,J. Thompson,Jordan Andrew Thompson,Northern Ireland,23,"CM, CAM",Stoke City,64,72,71.0,53.0,62.0,67.0,55.0,63.0,23,63.0,63,55,66,62,54,61,57,57,49,57.0,64,65,65,50,67,57,53,51,48,77,42,59,64,45,78
231720,Q. Braat,Quentin Braat,France,22,GK,Niort,64,72,,,,,,,22,,27,11,18,60,9,30,14,11,14,55.0,47,21,6,13,14,12,47,7,11,29,9,5,29,14,32
232007,M. Lis,Mateusz Lis,Poland,23,GK,Wisła Kraków,64,72,,,,,,,23,,19,8,26,57,9,33,10,11,12,35.0,54,16,13,11,12,10,41,9,11,35,8,9,28,16,37
232185,C. Brittain,Callum Brittain,England,22,"RB, RWB",Milton Keynes Dons,64,72,79.0,51.0,58.0,65.0,57.0,62.0,22,62.0,53,57,68,63,57,59,61,57,49,54.0,56,56,64,48,61,61,50,50,51,73,42,53,52,50,79
233568,Lee Sang Heon,이상헌 Sang Heon Lee,Korea Republic,22,"CAM, ST",Ulsan,64,72,72.0,60.0,57.0,67.0,45.0,60.0,22,60.0,63,46,65,55,48,69,42,35,55,62.0,63,58,67,31,66,49,58,65,45,72,49,52,63,53,74
234991,M. Opondo,Moses Opondo,Uganda,22,CM,OB,64,72,74.0,58.0,58.0,67.0,55.0,70.0,22,70.0,49,58,90,68,57,71,57,54,41,56.0,64,62,64,35,68,44,61,58,52,81,51,55,59,58,78
235771,T. Lowery,Thomas Richard Lowery,England,22,CM,Crewe Alexandra,64,72,69.0,56.0,62.0,68.0,52.0,60.0,22,60.0,45,52,80,57,54,56,54,50,37,62.0,60,64,66,52,64,52,60,55,56,87,46,57,65,52,85
235887,G. Tormin,Guévin Tormin,France,22,"RM, ST",Châteauroux,64,72,80.0,56.0,59.0,67.0,31.0,58.0,22,58.0,45,26,67,57,27,81,32,39,45,60.0,55,59,66,54,64,60,63,56,51,80,52,53,58,51,80
235949,Gabriel Strefezza,Gabriel Tadeu Strefezza Rebelato,Brazil,23,"RM, LM",SPAL,64,72,82.0,46.0,57.0,70.0,26.0,45.0,23,45.0,50,25,57,34,33,66,20,20,31,54.0,58,50,68,42,68,56,47,48,50,84,47,40,58,43,89
236867,L. Dias,Lucas Lionel Dias,France,21,GK,Nîmes,64,72,,,,,,,21,,20,12,25,43,11,64,13,11,11,37.0,56,19,5,10,18,14,44,5,13,49,7,6,34,11,36
237368,B. Passi,Bryan Passi,France,22,"CB, CDM",Niort,64,72,36.0,39.0,58.0,54.0,63.0,71.0,22,71.0,67,64,51,83,62,70,64,57,63,56.0,57,63,55,44,56,61,55,36,40,50,34,32,45,51,40
238065,K. Lankford,Kevin Lankford,Germany,21,"LM, RM",St. Pauli,64,72,77.0,53.0,59.0,68.0,21.0,58.0,21,58.0,32,10,56,69,22,66,23,23,31,50.0,58,48,69,44,65,66,62,50,64,70,56,52,57,50,75
239624,B. Rubio,Brian Alejandro Rubio Rodríguez,Mexico,23,ST,Juárez,64,72,69.0,63.0,48.0,63.0,26.0,70.0,23,70.0,65,19,59,78,23,73,21,23,70,56.0,56,38,65,35,60,40,63,64,41,61,53,60,53,66,68
239646,J. Osabutey,Jonah Osabutey,Ghana,21,"ST, RW",OH Leuven,64,72,85.0,62.0,47.0,67.0,24.0,58.0,21,58.0,82,15,37,57,19,74,27,19,57,61.0,62,32,68,37,66,58,62,68,31,70,42,57,39,56,69
239690,F. Wagner,Fridolin Wagner,Germany,22,"CM, CDM",Uerdingen,64,72,66.0,59.0,55.0,64.0,64.0,68.0,22,68.0,69,65,72,65,66,73,66,65,53,56.0,64,63,62,42,65,35,62,59,34,68,55,62,58,39,67
239805,D. Oko,Damian Oko,Poland,23,CB,Zagłębie Lubin,64,72,43.0,24.0,35.0,40.0,64.0,70.0,23,70.0,59,66,53,83,61,74,65,63,66,46.0,61,32,27,28,52,22,35,18,24,49,31,23,31,32,55
239949,João Queirós,João Ricardo Pereira Queirós,Portugal,22,CB,FC Köln,64,72,51.0,34.0,49.0,43.0,65.0,71.0,22,71.0,65,65,63,79,65,60,66,61,62,56.0,55,54,38,28,46,42,48,28,44,51,35,32,42,46,48
239952,Á. Kecskés,Ákos Kecskés,Hungary,24,CB,Lugano,64,72,52.0,31.0,43.0,39.0,65.0,71.0,24,71.0,55,64,75,74,65,76,66,63,66,55.0,58,44,32,37,45,34,41,26,28,48,29,26,35,50,46
240511,I. Boonen,Indy Boonen,Belgium,21,"CAM, RW, ST",KV Oostende,64,72,66.0,65.0,61.0,68.0,31.0,57.0,21,57.0,61,24,59,54,22,66,35,36,53,62.0,64,58,66,48,68,63,66,68,50,76,59,60,60,67,71
240685,T. van de Looi,Tom van de Looi,Netherlands,20,"CDM, CM",Brescia,64,72,61.0,49.0,61.0,64.0,59.0,63.0,20,63.0,61,62,65,63,58,56,60,55,55,59.0,62,65,63,44,67,53,60,46,50,67,41,44,62,46,59
