fifa_version,age,mentality_interceptions,defending,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,skill_dribbling,attacker_position,skill_ball_control,midfielder_position,attacking_finishing,attacking_volleys,attacking_short_passing,mentality_positioning,shooting,big_potential
18.0,21,38,39.0,41,44,53,64,1,64,1,51,46,65,55,57.0,0
19.0,22,38,39.0,41,44,53,64,1,64,1,51,46,65,55,57.0,0
20.0,23,38,39.0,41,44,53,67,1,64,1,60,46,65,60,62.0,0
21.0,24,38,39.0,41,44,53,68,1,65,1,60,45,65,61,62.0,0
17.0,22,77,77.0,76,79,75,45,0,69,0,26,30,66,36,32.0,0
18.0,23,77,78.0,77,80,76,48,0,73,0,26,30,70,36,33.0,0
19.0,24,79,73.0,78,79,78,48,0,75,0,26,30,72,36,33.0,0
20.0,25,79,75.0,78,80,78,48,0,75,0,26,30,73,36,33.0,1
21.0,26,75,76.0,79,80,78,48,0,75,0,26,30,73,36,33.0,1
17.0,20,34,40.0,55,48,36,74,0,79,1,55,69,78,66,58.0,1
18.0,21,34,40.0,55,48,36,76,0,79,1,55,69,78,66,62.0,1
19.0,22,65,64.0,67,67,59,81,0,82,1,73,69,81,78,74.0,1
20.0,23,71,65.0,67,62,57,85,1,86,1,80,69,83,79,78.0,0
17.0,21,31,37.0,34,50,59,64,1,67,1,65,59,65,68,64.0,1
17.0,19,58,60.0,61,60,60,55,0,53,1,33,32,62,33,38.0,1
18.0,20,71,71.0,72,75,68,65,0,62,0,37,32,70,48,44.0,1
19.0,21,75,77.0,81,85,76,63,0,64,0,37,32,63,48,43.0,0
20.0,22,77,78.0,81,83,76,65,0,69,0,37,32,75,53,44.0,0
21.0,23,77,78.0,79,81,76,65,0,69,0,37,32,75,53,44.0,0
17.0,20,13,17.0,15,12,52,54,1,56,0,58,40,56,52,55.0,0
18.0,21,24,29.0,32,22,52,60,1,62,0,52,40,54,58,52.0,0
17.0,19,68,61.0,63,64,48,66,0,68,1,45,36,63,67,56.0,0
19.0,21,60,60.0,60,60,57,58,0,55,0,35,30,54,42,40.0,1
20.0,22,70,70.0,71,71,69,57,0,61,0,35,39,61,44,42.0,0
17.0,18,25,35.0,40,42,39,45,0,47,1,43,32,57,46,40.0,0
18.0,19,25,36.0,40,42,39,55,0,52,1,47,32,59,46,42.0,0
19.0,20,25,37.0,40,42,40,61,0,54,1,48,35,60,47,43.0,0
20.0,21,25,37.0,40,42,40,64,0,59,1,51,35,60,53,46.0,0
17.0,19,60,57.0,61,58,47,55,0,62,1,51,38,68,48,52.0,0
17.0,18,43,35.0,33,32,53,71,1,68,0,66,58,71,71,67.0,0
19.0,20,43,35.0,39,32,51,71,1,68,1,66,58,68,65,67.0,0
17.0,19,25,25.0,25,21,43,70,1,68,0,58,50,54,57,57.0,0
18.0,20,25,25.0,25,21,43,70,1,68,0,58,50,54,57,57.0,0
17.0,18,58,62.0,66,66,58,61,0,59,1,29,33,56,54,33.0,1
18.0,19,58,62.0,66,66,58,61,0,59,1,29,33,56,54,33.0,1
19.0,20,58,62.0,66,66,58,62,1,61,1,29,33,60,54,33.0,1
20.0,21,58,65.0,72,72,58,62,0,61,1,29,33,70,54,33.0,1
21.0,22,58,65.0,72,72,58,62,0,61,1,29,33,70,54,38.0,1
17.0,20,56,56.0,63,55,61,71,0,75,1,66,52,77,66,65.0,1
18.0,21,66,70.0,73,70,61,67,0,73,1,66,49,75,65,64.0,1
19.0,22,77,74.0,78,73,67,81,0,83,1,79,65,80,78,77.0,0
20.0,23,77,74.0,78,75,67,85,0,85,1,79,67,81,82,78.0,0
21.0,24,77,74.0,78,75,67,85,0,85,1,79,67,81,82,78.0,0
17.0,23,32,36.0,38,44,42,64,0,66,1,52,44,66,58,55.0,1
18.0,24,60,61.0,64,59,62,64,0,66,1,52,54,69,58,56.0,1
19.0,25,62,65.0,66,62,63,69,0,73,1,59,54,75,62,60.0,0
20.0,26,66,66.0,66,62,64,69,0,73,1,58,56,76,63,60.0,0
21.0,27,66,66.0,66,62,64,69,0,73,1,56,56,75,63,59.0,0
17.0,23,25,29.0,31,34,48,73,1,70,0,65,54,67,62,63.0,1
18.0,24,25,29.0,31,34,48,73,1,71,0,58,54,65,64,60.0,1
19.0,25,25,34.0,31,34,48,73,0,71,1,56,54,67,64,59.0,0
20.0,26,25,34.0,31,34,48,74,1,72,0,66,54,70,64,68.0,0
19.0,26,12,25.0,16,14,73,50,1,55,0,65,58,40,64,60.0,1
20.0,28,22,30.0,16,14,73,66,1,62,1,67,58,57,68,61.0,1
21.0,29,22,35.0,26,14,74,70,1,64,1,72,58,57,69,64.0,1
17.0,20,64,64.0,73,67,58,57,0,65,1,35,30,69,31,43.0,1
17.0,17,12,16.0,13,12,48,76,1,75,0,64,52,56,52,58.0,0
18.0,18,12,16.0,13,12,48,76,0,75,1,64,52,56,52,58.0,0
20.0,20,12,21.0,13,12,48,76,0,75,1,64,56,60,60,59.0,1
21.0,21,12,21.0,13,12,48,76,0,75,1,64,56,60,60,59.0,1
20.0,24,31,41.0,38,35,55,43,1,49,0,55,40,40,52,52.0,0
21.0,25,53,52.0,48,45,52,51,1,53,1,41,42,57,52,45.0,0
17.0,21,18,20.0,20,13,54,62,0,53,1,54,35,62,53,51.0,0
18.0,22,18,20.0,20,13,54,62,0,53,1,54,35,62,53,51.0,0
19.0,23,40,43.0,44,33,51,57,0,53,1,46,35,61,53,47.0,0
20.0,24,49,46.0,48,38,51,58,0,57,1,46,35,61,53,47.0,0
21.0,25,53,55.0,57,54,51,60,0,60,1,48,35,63,53,49.0,0
17.0,20,25,35.0,35,39,58,69,0,69,1,58,58,66,54,61.0,1
18.0,21,25,35.0,35,39,58,69,1,68,1,58,58,66,54,61.0,1
19.0,22,66,65.0,67,68,58,73,1,74,1,58,58,66,65,61.0,1
20.0,23,66,65.0,67,68,58,75,1,75,1,59,58,66,65,62.0,0
21.0,24,66,65.0,67,68,58,75,1,75,1,59,58,66,65,62.0,0
17.0,19,68,65.0,69,58,52,79,0,78,1,58,69,77,74,65.0,0
18.0,20,68,65.0,68,58,52,78,0,78,1,57,67,76,73,63.0,0
19.0,21,69,65.0,69,59,52,80,0,78,1,57,67,76,73,63.0,0
20.0,22,63,63.0,67,57,50,76,0,74,1,59,67,77,69,64.0,0
21.0,23,68,66.0,71,59,50,77,0,78,1,68,67,78,70,69.0,0
17.0,21,28,29.0,31,29,33,74,0,73,1,53,48,64,62,55.0,1
18.0,22,28,29.0,31,29,33,78,0,73,1,64,48,71,67,65.0,1
19.0,23,40,47.0,44,40,39,78,0,74,1,65,51,76,69,65.0,1
20.0,24,42,48.0,44,40,39,78,0,74,1,65,51,74,69,66.0,0
21.0,25,42,53.0,53,55,30,77,0,75,1,65,51,75,69,67.0,1
17.0,23,23,27.0,28,30,32,81,0,78,1,61,54,66,65,66.0,1
18.0,24,23,27.0,28,30,32,84,1,80,1,64,54,67,67,69.0,1
19.0,25,23,32.0,28,30,32,86,0,81,1,70,59,70,70,74.0,0
20.0,26,26,34.0,28,30,32,83,0,80,1,71,74,70,75,75.0,0
21.0,27,26,34.0,28,30,32,83,1,80,1,68,74,68,75,74.0,0
18.0,27,19,28.0,23,22,74,68,1,76,0,80,72,60,80,75.0,0
19.0,28,19,31.0,23,22,76,69,1,76,0,80,72,62,81,75.0,0
20.0,29,19,31.0,23,22,76,69,1,76,0,80,72,64,81,75.0,0
21.0,30,19,30.0,23,22,77,69,1,74,0,78,72,64,80,74.0,0
17.0,20,22,25.0,23,24,61,65,1,62,1,65,58,60,51,61.0,1
18.0,21,22,25.0,23,24,61,71,1,69,1,69,61,66,56,65.0,1
19.0,22,22,28.0,23,24,60,72,1,74,0,70,61,66,72,67.0,1
20.0,23,22,28.0,23,24,58,72,1,74,1,68,61,65,71,66.0,1
21.0,24,22,28.0,23,24,61,79,1,77,0,78,75,75,79,75.0,0
17.0,25,62,60.0,65,60,47,62,0,67,1,32,44,68,44,40.0,1
18.0,26,62,60.0,65,60,47,62,0,67,1,32,44,68,44,40.0,1
19.0,27,62,60.0,65,60,47,65,0,67,1,32,44,68,44,40.0,1
17.0,21,18,18.0,16,15,46,78,1,73,1,66,58,67,65,65.0,1
18.0,22,30,28.0,28,24,46,78,1,73,1,65,58,67,65,65.0,1
19.0,23,30,33.0,28,24,46,75,1,70,0,64,58,67,65,64.0,1
20.0,24,30,37.0,33,36,46,77,1,71,1,64,62,68,67,66.0,0
21.0,25,30,37.0,33,36,42,77,1,73,1,63,66,71,67,66.0,0
17.0,22,63,60.0,63,61,49,36,0,44,0,37,41,47,26,36.0,1
18.0,23,64,63.0,63,66,61,40,0,52,0,37,41,47,26,36.0,1
17.0,19,33,46.0,49,52,52,68,1,68,1,64,56,63,56,64.0,1
18.0,19,33,46.0,49,52,52,74,1,69,1,62,56,70,56,63.0,0
19.0,20,33,44.0,46,52,52,74,0,71,1,68,58,71,64,68.0,0
20.0,21,33,44.0,46,52,53,74,0,71,1,68,58,71,64,68.0,0
21.0,22,33,44.0,46,52,53,73,0,71,1,66,58,71,63,67.0,1
17.0,23,61,55.0,61,57,39,62,0,59,1,40,58,60,50,48.0,1
18.0,24,63,65.0,68,67,68,62,0,64,1,52,58,63,50,56.0,0
19.0,25,63,62.0,68,67,68,62,0,64,1,52,58,63,50,56.0,1
17.0,20,44,37.0,44,26,56,74,1,70,1,62,65,61,64,62.0,1
18.0,21,50,41.0,44,32,59,79,1,77,1,72,68,76,74,70.0,0
19.0,22,50,41.0,44,32,59,78,1,76,1,71,68,76,73,69.0,0
20.0,23,50,41.0,44,32,59,78,0,76,1,71,68,76,73,69.0,0
21.0,24,50,41.0,44,32,59,78,0,76,1,71,68,76,73,70.0,0
17.0,19,12,22.0,21,19,64,59,1,63,1,65,46,52,54,62.0,0
17.0,26,62,65.0,67,57,70,41,0,45,0,26,32,63,30,35.0,0
17.0,27,28,35.0,34,46,37,71,0,69,1,64,49,76,62,59.0,0
18.0,28,28,34.0,34,44,37,71,0,69,1,72,49,76,66,65.0,0
19.0,29,28,35.0,34,44,37,71,0,69,1,72,49,76,66,65.0,0
20.0,30,28,35.0,34,44,37,71,0,69,1,72,49,72,64,65.0,0
18.0,19,27,37.0,41,43,44,65,0,65,1,48,43,56,49,48.0,0
19.0,20,27,39.0,41,43,44,65,0,65,1,48,43,56,49,48.0,0
21.0,22,27,39.0,41,43,44,60,0,59,1,48,43,56,49,47.0,0
18.0,18,26,29.0,29,27,37,68,0,69,1,54,60,66,58,60.0,1
19.0,19,26,27.0,29,27,37,79,0,74,1,60,58,67,58,62.0,1
20.0,20,26,27.0,29,27,37,72,1,74,1,60,58,67,58,62.0,1
17.0,17,14,18.0,17,16,51,57,0,56,1,57,48,49,42,56.0,1
18.0,18,49,44.0,43,41,56,70,0,69,1,62,48,65,48,59.0,1
19.0,19,49,45.0,43,41,56,70,0,69,1,62,48,65,52,59.0,1
20.0,20,56,51.0,51,48,55,68,0,67,1,62,50,67,56,61.0,1
21.0,21,63,62.0,66,58,55,68,0,70,1,62,50,70,60,60.0,0
18.0,28,69,67.0,69,66,67,43,0,57,0,27,34,53,24,31.0,1
17.0,19,53,65.0,71,70,56,64,0,67,0,36,33,70,35,37.0,0
18.0,20,55,67.0,73,74,56,68,0,68,0,45,33,70,35,41.0,0
19.0,21,59,66.0,69,72,58,66,1,66,0,44,33,65,39,41.0,1
20.0,22,59,66.0,69,72,58,66,1,66,1,44,33,65,39,41.0,1
21.0,23,59,65.0,67,70,58,70,0,73,1,58,33,72,60,48.0,0
17.0,19,52,54.0,58,64,47,55,0,32,0,32,28,25,45,31.0,0
18.0,20,56,57.0,59,63,47,59,0,53,0,32,28,25,45,32.0,0
19.0,21,56,57.0,60,63,56,60,1,55,0,32,28,47,45,32.0,0
20.0,22,56,59.0,62,64,57,61,1,60,0,33,29,57,45,33.0,0
17.0,22,65,67.0,73,74,52,63,0,65,0,45,45,55,52,50.0,0
18.0,23,65,67.0,73,74,52,63,0,65,0,45,45,55,52,50.0,0
20.0,25,65,66.0,73,74,52,63,0,65,0,45,45,55,52,50.0,0
21.0,26,65,66.0,73,70,52,67,0,66,0,45,45,62,58,50.0,0
18.0,27,65,65.0,67,62,62,35,0,31,0,21,25,38,20,23.0,0
17.0,20,68,64.0,73,68,40,67,0,75,1,63,54,81,74,61.0,1
18.0,21,75,69.0,74,72,41,74,0,78,1,72,54,81,73,66.0,1
19.0,22,75,71.0,74,73,50,79,0,81,1,77,70,84,77,75.0,0
20.0,23,74,71.0,74,73,50,80,0,82,1,77,72,82,77,76.0,0
21.0,24,74,70.0,72,71,50,79,0,83,1,77,72,81,76,76.0,0
18.0,20,54,59.0,62,60,49,52,0,46,0,29,29,40,49,33.0,0
20.0,22,46,55.0,64,67,48,52,0,39,0,26,29,29,51,29.0,0
17.0,19,10,18.0,18,10,68,55,1,65,0,69,54,45,71,63.0,0
18.0,20,10,19.0,18,10,71,63,1,67,0,67,54,45,72,62.0,0
19.0,21,10,24.0,24,10,72,65,1,67,0,72,65,56,72,67.0,0
20.0,22,10,24.0,24,10,72,65,1,67,0,72,65,56,72,67.0,0
18.0,19,55,50.0,55,53,50,55,0,56,0,27,36,58,42,36.0,0
17.0,19,66,65.0,64,68,52,62,0,62,0,23,26,59,50,28.0,1
18.0,20,70,68.0,71,75,55,71,0,68,0,26,26,69,56,43.0,1
19.0,21,71,71.0,73,74,59,75,1,71,0,41,27,71,64,53.0,1
20.0,22,71,71.0,73,74,59,75,0,73,0,52,27,72,64,59.0,1
21.0,23,72,72.0,74,74,59,75,1,74,0,52,27,73,67,59.0,0
17.0,21,18,21.0,20,14,61,64,1,63,0,65,60,53,63,63.0,1
19.0,23,18,25.0,20,14,57,66,1,72,0,59,60,59,66,61.0,0
20.0,24,18,25.0,20,14,57,71,1,76,0,68,60,59,66,65.0,0
21.0,25,18,25.0,20,14,57,71,1,76,0,68,60,59,66,65.0,0
17.0,25,22,37.0,34,39,56,62,1,61,0,63,47,66,56,61.0,0
17.0,18,50,52.0,55,52,51,36,0,44,0,21,22,49,27,27.0,0
17.0,23,66,63.0,64,61,59,61,0,64,1,50,30,69,55,52.0,0
18.0,24,68,64.0,64,61,58,61,0,64,0,50,30,67,55,52.0,0
19.0,25,61,64.0,64,61,60,55,0,62,0,50,34,63,50,51.0,0
20.0,26,66,67.0,68,67,61,55,0,63,0,50,34,63,50,51.0,1
17.0,19,24,27.0,27,22,59,56,1,63,0,64,48,54,66,63.0,0
18.0,20,24,27.0,27,22,59,56,1,63,0,62,48,54,62,62.0,1
19.0,21,24,29.0,27,22,59,59,1,63,1,62,48,54,62,62.0,1
20.0,22,24,29.0,27,22,59,60,1,63,1,64,48,54,65,63.0,1
21.0,23,24,29.0,27,22,59,61,1,64,1,66,58,55,65,64.0,1
17.0,18,23,41.0,49,50,48,57,0,56,1,45,43,60,49,46.0,1
18.0,19,42,53.0,58,63,48,55,0,60,0,45,43,64,49,46.0,1
19.0,20,55,62.0,65,69,54,61,0,66,1,51,49,71,55,52.0,0
20.0,21,69,67.0,68,70,54,63,0,67,1,45,46,72,55,51.0,0
21.0,22,66,67.0,70,70,52,68,1,70,0,45,37,70,55,49.0,1
17.0,21,55,53.0,49,52,63,63,0,65,1,60,54,58,60,60.0,0
18.0,22,55,53.0,49,52,65,69,1,67,1,58,54,63,60,59.0,0
17.0,20,57,61.0,63,63,53,59,0,54,0,52,49,59,56,52.0,0
18.0,21,64,63.0,63,63,53,59,0,54,1,52,49,59,56,52.0,0
18.0,18,52,55.0,58,57,44,42,0,38,1,23,27,37,37,28.0,0
21.0,21,58,58.0,60,60,49,58,0,56,0,39,34,55,54,42.0,0
18.0,25,70,72.0,74,66,70,68,0,66,1,57,42,73,60,61.0,1
19.0,26,74,71.0,75,70,70,67,0,71,1,57,51,75,60,63.0,1
20.0,27,76,74.0,79,72,71,67,0,74,1,58,51,76,60,66.0,1
21.0,28,79,78.0,80,77,74,65,0,74,1,58,51,77,59,66.0,0
17.0,22,49,43.0,56,54,39,64,0,62,1,61,60,63,59,63.0,1
20.0,25,49,45.0,59,54,39,66,0,64,1,58,60,66,62,65.0,1
21.0,26,49,45.0,59,54,39,71,0,72,1,59,60,70,70,66.0,1
17.0,22,67,69.0,70,66,74,46,0,61,0,34,37,65,42,41.0,0
18.0,23,68,70.0,72,67,77,46,0,61,0,34,37,65,45,41.0,0
19.0,24,72,73.0,75,71,77,49,0,62,0,34,37,67,45,41.0,0
17.0,19,45,48.0,48,51,51,58,0,62,1,42,41,61,39,48.0,0
17.0,20,66,63.0,61,58,61,53,0,56,0,20,34,55,28,30.0,0
18.0,21,74,66.0,65,58,61,53,0,56,0,20,34,55,28,30.0,0
19.0,25,29,23.0,14,13,64,66,1,64,0,67,61,58,69,63.0,0
17.0,23,63,67.0,69,76,66,39,0,54,0,28,24,55,28,31.0,1
18.0,24,67,71.0,73,78,75,42,0,59,0,28,24,67,28,31.0,0
19.0,25,68,72.0,73,78,75,42,0,60,0,28,24,67,28,31.0,0
20.0,26,70,75.0,76,79,79,44,0,62,0,28,24,68,28,31.0,0
21.0,27,70,72.0,77,74,79,44,0,62,0,28,24,62,28,31.0,0
17.0,22,13,24.0,19,22,73,68,1,75,0,85,66,74,82,80.0,0
18.0,23,19,26.0,23,22,73,68,1,75,0,80,66,75,79,78.0,0
19.0,24,19,32.0,23,22,74,68,1,76,0,79,65,75,79,77.0,1
20.0,25,19,32.0,23,22,74,67,1,75,0,77,65,75,78,76.0,1
21.0,26,19,32.0,23,22,74,67,1,75,0,77,65,75,80,76.0,1
17.0,22,36,34.0,34,32,43,80,1,76,1,52,57,66,58,55.0,1
18.0,23,56,49.0,46,44,44,81,0,75,1,51,57,68,57,55.0,1
19.0,24,56,45.0,43,40,44,82,0,81,1,59,63,68,66,60.0,0
21.0,26,55,45.0,45,40,44,79,0,78,1,58,62,72,65,59.0,0
17.0,21,23,32.0,35,37,49,66,0,64,1,62,56,64,63,62.0,0
17.0,19,72,64.0,63,72,46,60,0,37,0,29,36,31,41,30.0,0
18.0,20,72,64.0,64,67,46,64,0,47,0,29,36,31,41,30.0,0
17.0,18,59,54.0,58,57,53,37,0,32,0,26,28,34,27,29.0,0
19.0,20,59,58.0,58,59,53,40,0,42,0,26,28,50,27,29.0,0
17.0,19,24,25.0,20,17,62,53,1,58,0,64,44,51,63,60.0,0
19.0,21,24,22.0,20,17,57,53,1,56,1,61,43,51,59,58.0,0
17.0,17,32,33.0,31,33,53,66,1,69,1,63,54,58,60,60.0,1
18.0,18,32,33.0,31,33,53,66,1,69,1,63,54,58,60,60.0,1
20.0,20,32,36.0,31,33,53,76,1,74,1,65,54,74,64,66.0,0
21.0,21,32,36.0,31,33,53,76,0,72,1,67,54,73,64,67.0,0
17.0,23,11,31.0,38,39,51,64,1,58,0,63,45,63,59,63.0,0
18.0,24,11,32.0,38,39,56,64,1,61,0,68,45,67,59,65.0,0
19.0,25,11,37.0,38,39,56,64,1,61,1,68,45,67,59,65.0,0
17.0,18,40,39.0,40,41,43,61,0,55,1,48,42,57,54,46.0,0
19.0,20,40,40.0,40,41,43,70,0,55,1,48,42,60,58,47.0,1
20.0,21,40,40.0,40,41,43,70,0,55,1,48,42,60,58,47.0,1
17.0,19,22,33.0,36,42,38,63,0,64,1,40,39,65,53,44.0,0
18.0,20,22,33.0,36,42,38,63,1,64,1,40,39,65,53,44.0,0
19.0,21,22,42.0,45,42,38,67,1,64,1,55,39,65,60,58.0,0
17.0,25,60,60.0,59,64,64,56,0,62,0,27,33,60,31,34.0,0
18.0,26,64,66.0,68,64,64,56,0,62,0,27,33,63,31,34.0,0
19.0,27,63,67.0,68,63,64,56,0,62,0,27,33,63,31,34.0,0
20.0,28,60,65.0,66,67,67,58,0,64,0,28,36,66,30,36.0,0
21.0,29,65,69.0,69,68,70,58,0,65,0,33,37,68,36,39.0,0
17.0,20,40,49.0,52,53,57,65,0,70,1,42,44,71,63,50.0,1
18.0,21,64,63.0,69,64,59,76,0,78,1,64,55,78,77,69.0,0
19.0,22,64,68.0,70,66,68,76,0,78,1,66,60,78,78,70.0,0
20.0,23,64,67.0,68,64,68,76,0,77,1,66,60,77,76,70.0,0
21.0,24,64,67.0,68,64,68,75,0,75,1,66,60,74,74,69.0,0
18.0,26,76,79.0,78,82,83,39,0,49,0,26,33,41,27,31.0,1
17.0,19,18,20.0,17,20,49,60,1,51,1,56,32,56,42,51.0,1
18.0,20,38,41.0,37,40,49,65,1,64,1,68,65,52,65,69.0,0
19.0,21,38,44.0,37,40,49,68,1,64,0,68,65,60,67,69.0,1
20.0,22,38,44.0,37,40,49,68,1,64,1,68,65,60,67,69.0,1
17.0,24,85,70.0,68,62,77,56,0,53,0,58,50,58,57,56.0,0
18.0,25,83,72.0,72,62,80,56,0,55,1,58,50,61,57,56.0,0
19.0,26,77,71.0,70,62,80,56,0,55,1,58,50,61,57,56.0,0
20.0,27,72,70.0,70,64,75,54,0,55,1,58,50,61,55,56.0,0
21.0,28,70,69.0,70,62,72,54,0,55,1,58,50,61,55,56.0,1
17.0,21,47,39.0,37,32,49,73,1,75,1,71,58,66,67,68.0,1
18.0,22,47,40.0,37,32,53,76,1,77,0,75,66,68,67,72.0,1
19.0,23,47,40.0,37,32,55,78,1,76,1,75,66,68,72,72.0,0
20.0,24,49,41.0,39,34,51,80,1,78,1,75,66,71,73,72.0,0
21.0,25,49,36.0,30,26,50,82,1,80,0,75,70,71,69,73.0,0
17.0,18,49,42.0,43,38,34,63,0,65,1,43,59,65,62,51.0,0
18.0,19,49,42.0,43,38,34,63,0,65,1,43,59,65,62,51.0,0
17.0,20,67,72.0,73,77,69,57,0,71,0,28,25,74,43,34.0,1
18.0,21,67,72.0,73,77,69,57,0,71,0,28,25,74,43,34.0,1
19.0,22,69,74.0,79,80,74,62,0,73,0,28,30,77,48,35.0,0
20.0,23,74,77.0,79,80,75,64,0,73,0,28,34,77,54,36.0,0
21.0,24,74,77.0,79,80,75,64,0,73,0,28,34,77,54,36.0,0
17.0,27,60,62.0,66,66,55,54,0,53,0,28,24,63,55,29.0,0
18.0,28,63,62.0,66,66,55,54,0,56,0,28,24,63,55,29.0,0
17.0,24,56,63.0,63,62,67,43,0,52,1,31,26,58,36,31.0,0
18.0,25,56,63.0,63,62,67,43,0,52,1,31,26,58,36,31.0,0
19.0,26,59,61.0,65,63,67,43,0,57,0,31,26,58,36,31.0,0
20.0,27,57,59.0,64,61,66,43,0,55,0,31,26,50,36,31.0,0
17.0,23,31,28.0,33,19,55,60,0,63,1,59,61,73,60,60.0,0
18.0,24,31,28.0,33,19,56,62,0,65,1,59,61,73,66,59.0,0
21.0,27,47,42.0,41,39,56,60,0,63,1,59,61,71,64,60.0,0
17.0,22,58,60.0,61,55,65,45,0,53,1,53,49,64,54,54.0,0
18.0,23,60,62.0,63,57,65,48,0,57,1,55,49,65,56,56.0,0
20.0,25,63,62.0,63,57,65,58,0,66,1,57,49,68,59,60.0,0
21.0,26,63,62.0,63,57,65,58,0,66,1,57,49,70,59,60.0,0
17.0,21,56,55.0,60,53,34,49,0,55,0,24,37,59,37,30.0,0
18.0,22,55,54.0,60,55,36,54,0,58,0,24,37,60,38,30.0,0
19.0,23,58,59.0,62,60,40,59,1,64,0,31,37,61,43,33.0,0
20.0,24,58,59.0,62,60,40,57,0,64,0,31,37,60,43,33.0,0
21.0,25,57,57.0,60,59,40,56,1,57,1,31,37,59,43,33.0,0
17.0,28,29,31.0,30,35,58,66,1,62,1,60,42,59,65,60.0,0
18.0,29,29,31.0,30,35,58,66,1,58,1,60,42,59,71,60.0,0
17.0,20,60,62.0,65,64,41,62,0,70,0,29,35,68,47,40.0,1
18.0,21,65,68.0,70,66,69,64,0,70,1,29,35,70,52,41.0,0
19.0,22,64,67.0,70,66,66,64,0,69,0,34,35,66,52,43.0,0
20.0,23,65,67.0,70,65,65,64,0,70,0,34,35,68,55,43.0,1
21.0,24,68,67.0,70,65,65,64,0,70,0,34,35,68,56,43.0,1
17.0,26,23,26.0,23,21,61,55,1,63,0,66,60,45,68,64.0,0
18.0,27,25,27.0,23,21,63,59,1,68,0,71,65,48,71,68.0,0
17.0,18,60,54.0,52,48,61,72,0,71,1,60,61,70,55,58.0,1
18.0,19,68,56.0,52,43,61,75,0,73,1,55,61,66,57,62.0,1
19.0,20,68,61.0,54,43,61,77,0,75,1,55,61,70,60,63.0,1
20.0,21,68,65.0,63,55,61,77,0,75,1,59,61,72,62,66.0,0
21.0,22,65,65.0,66,56,61,74,0,73,1,65,61,70,65,69.0,0
17.0,20,16,19.0,16,16,49,52,1,49,0,56,43,51,50,53.0,0
18.0,21,16,19.0,16,16,49,62,1,49,0,64,51,51,58,59.0,0
19.0,22,28,34.0,40,38,49,64,1,63,0,64,51,60,59,60.0,0
20.0,23,30,37.0,40,38,49,67,1,66,1,64,51,63,60,61.0,0
21.0,24,30,37.0,40,38,49,67,1,66,1,64,51,63,63,61.0,0
17.0,19,70,66.0,71,67,68,61,0,71,1,39,39,70,53,48.0,0
18.0,20,67,65.0,70,67,68,61,0,71,1,39,39,68,53,48.0,0
19.0,21,69,66.0,66,64,63,60,0,67,1,39,39,66,53,47.0,0
20.0,22,67,64.0,65,62,62,60,0,66,1,39,39,66,53,47.0,0
21.0,23,67,64.0,65,62,62,64,0,66,1,45,39,66,53,50.0,0
18.0,21,66,59.0,60,57,60,62,0,60,1,54,48,69,57,53.0,1
19.0,22,66,60.0,60,57,60,62,0,60,1,54,48,69,57,53.0,1
17.0,20,50,48.0,48,50,39,52,0,57,1,54,37,54,50,53.0,0
17.0,19,38,38.0,38,44,49,63,0,59,1,52,40,61,52,51.0,0
18.0,20,38,38.0,38,44,49,63,0,62,1,52,48,62,59,53.0,0
19.0,21,38,39.0,38,44,49,63,0,62,1,52,48,62,59,53.0,0
20.0,22,38,39.0,38,44,49,67,1,65,1,56,48,63,62,54.0,0
17.0,21,27,31.0,31,41,43,72,1,68,1,58,53,56,56,54.0,1
18.0,22,27,33.0,36,43,43,72,0,68,1,58,53,60,56,55.0,0
18.0,18,24,24.0,17,18,69,64,1,69,0,66,57,60,53,64.0,1
19.0,19,24,34.0,17,18,69,64,1,69,0,66,57,60,56,65.0,1
20.0,20,24,34.0,17,18,69,64,1,69,0,66,57,60,56,65.0,1
21.0,21,24,34.0,17,18,70,65,1,69,0,68,57,60,57,66.0,1
17.0,26,44,45.0,49,50,33,72,0,69,1,52,56,64,65,55.0,0
18.0,27,44,46.0,53,52,25,75,0,75,1,45,56,70,66,56.0,0
19.0,28,44,43.0,53,52,25,75,0,75,1,45,56,70,66,56.0,0
17.0,23,13,20.0,20,15,52,44,1,47,0,57,43,43,56,53.0,0
17.0,26,62,61.0,63,69,48,59,0,59,0,30,40,54,52,45.0,0
19.0,21,23,34.0,25,32,38,69,0,63,1,57,48,57,58,54.0,0
17.0,21,53,53.0,55,56,45,49,0,54,1,27,23,48,36,26.0,0
18.0,22,54,57.0,59,54,56,61,0,56,1,37,35,58,33,42.0,0
19.0,23,54,56.0,57,56,58,60,0,57,1,37,35,56,33,42.0,0
17.0,22,68,66.0,68,64,65,33,0,39,0,21,23,63,26,25.0,0
17.0,24,70,72.0,73,62,72,58,0,67,1,41,41,68,67,45.0,1
18.0,25,70,72.0,73,62,72,65,0,67,1,41,41,68,67,45.0,0
19.0,26,70,72.0,73,62,72,65,0,67,1,41,41,68,67,45.0,1
20.0,27,74,73.0,72,63,75,65,0,68,1,43,41,68,68,49.0,0
21.0,28,74,73.0,72,63,75,62,0,58,1,43,41,64,64,49.0,0
18.0,19,52,47.0,52,45,36,69,0,65,1,47,40,64,55,47.0,1
19.0,20,59,59.0,60,56,60,73,0,73,1,66,64,72,69,66.0,1
