fifa_version,age,physic,mentality_aggression,mentality_interceptions,power_stamina,power_strength,defending_marking_awareness,power_jumping,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,mentality_composure,movement_reactions,skill_long_passing,skill_dribbling,skill_fk_accuracy,skill_ball_control,attacking_crossing,power_shot_power,attacking_finishing,skill_curve,movement_balance,attacking_volleys,power_long_shots,mentality_vision,mentality_penalties,movement_agility,big_potential
18.0,25,71.0,64,62,73,72,43,81,43,56,51,62.0,72,68,71,56,71,67,65,56,61,76,37,63,74,58,76,1
19.0,26,74.0,64,62,78,74,53,87,54,62,48,62.0,73,66,71,74,68,71,65,56,68,77,37,63,75,58,87,0
20.0,27,75.0,71,62,78,73,53,90,54,62,55,72.0,73,68,74,74,73,71,65,66,75,74,37,63,75,58,87,0
17.0,22,79.0,72,85,73,84,86,77,88,85,85,68.0,82,78,55,77,71,58,70,45,62,55,40,47,52,35,49,1
18.0,23,78.0,72,85,71,84,86,77,88,85,85,74.0,82,78,55,77,71,58,70,45,62,55,40,47,52,35,49,1
19.0,24,76.0,75,85,65,81,84,75,86,85,85,74.0,82,78,57,69,72,58,68,45,61,55,40,47,56,41,45,1
20.0,25,82.0,79,87,78,85,88,78,89,88,86,85.0,87,80,63,69,77,58,68,45,61,60,40,47,65,44,59,0
21.0,26,81.0,81,87,72,85,89,76,89,88,86,85.0,87,80,63,69,78,58,68,45,61,60,40,47,65,44,59,0
17.0,21,73.0,72,70,74,73,71,65,75,74,53,44.0,60,54,64,43,65,66,32,34,54,66,35,30,35,43,54,1
18.0,22,76.0,77,75,75,76,72,70,75,75,68,66.0,67,59,67,43,69,71,50,34,57,66,35,42,55,43,65,1
19.0,23,77.0,78,76,75,77,75,81,76,77,73,66.0,67,59,67,43,71,71,50,34,57,66,35,42,55,43,67,0
20.0,24,80.0,79,79,80,80,75,82,76,77,73,69.0,69,61,67,43,72,71,50,34,57,65,35,42,55,43,68,0
21.0,25,80.0,80,79,80,80,79,82,76,77,73,74.0,75,65,70,43,73,71,50,34,57,64,35,42,60,43,68,0
17.0,22,60.0,32,14,72,64,12,62,11,12,57,54.0,55,40,59,33,57,32,60,61,36,81,53,49,55,57,71,1
18.0,23,62.0,43,14,72,65,12,66,11,12,57,54.0,57,40,61,33,59,32,64,68,36,81,53,51,55,66,83,1
19.0,24,65.0,52,28,76,65,50,70,28,22,67,67.0,64,40,73,33,71,48,63,73,36,85,56,53,62,66,88,0
20.0,25,65.0,52,28,76,65,50,70,28,22,67,67.0,64,40,73,33,71,48,63,72,36,85,56,53,62,66,88,0
21.0,26,67.0,54,28,79,65,50,72,28,22,66,67.0,65,44,70,34,71,53,62,70,38,85,56,56,63,66,89,0
17.0,23,78.0,66,75,72,84,77,90,78,69,79,67.0,67,60,61,31,68,40,45,43,27,51,27,39,49,34,55,0
18.0,24,77.0,66,72,72,84,77,80,75,69,79,67.0,73,60,55,31,62,40,45,43,27,50,27,39,49,34,56,0
19.0,25,77.0,66,72,72,84,77,80,75,69,79,67.0,73,60,55,31,62,40,45,43,27,43,27,39,49,34,57,0
20.0,26,76.0,66,70,70,82,73,78,71,68,77,64.0,70,60,53,31,60,40,45,43,27,40,27,39,49,34,57,0
21.0,27,76.0,66,70,70,82,73,80,71,68,77,64.0,70,60,53,31,60,40,45,43,27,40,27,39,49,34,56,0
20.0,31,80.0,85,65,93,72,68,76,64,59,56,71.0,69,67,65,69,69,67,73,60,75,78,57,71,73,65,85,0
21.0,32,70.0,77,59,92,57,60,68,61,56,44,73.0,78,73,69,67,72,66,75,61,67,73,65,70,74,68,80,0
17.0,20,73.0,75,52,74,69,18,91,46,41,66,48.0,58,39,61,38,59,42,63,60,41,64,59,43,41,58,89,1
18.0,21,74.0,75,52,74,72,18,87,46,41,66,48.0,58,39,61,38,59,42,63,67,41,59,59,43,41,58,87,1
19.0,22,72.0,75,50,72,69,20,88,46,41,66,54.0,62,53,63,38,65,42,65,67,41,59,59,54,43,62,85,1
20.0,23,73.0,75,49,71,71,20,89,46,41,66,63.0,64,53,65,38,65,42,66,68,41,69,59,54,55,63,84,1
17.0,21,61.0,67,30,80,50,21,61,31,26,45,78.0,74,67,82,75,78,74,76,69,87,92,70,74,69,70,87,0
18.0,22,56.0,67,30,76,41,21,61,31,26,45,79.0,73,72,82,82,79,79,77,73,88,92,73,79,77,79,88,0
19.0,23,50.0,67,30,53,41,36,61,31,26,45,79.0,70,72,81,82,79,78,78,72,88,92,73,78,76,79,88,0
20.0,24,50.0,67,30,53,41,36,61,31,26,45,76.0,68,73,80,79,78,74,79,68,85,90,74,76,76,64,87,0
17.0,22,78.0,88,73,61,82,70,87,75,71,74,60.0,67,65,55,29,60,34,64,22,24,52,22,21,48,36,48,0
18.0,23,78.0,86,65,61,83,70,77,71,68,71,63.0,65,57,54,29,57,34,64,22,24,48,22,21,48,36,48,0
19.0,24,78.0,89,65,61,83,70,77,67,67,71,63.0,65,55,54,29,55,34,60,22,24,48,22,21,48,36,48,0
20.0,25,78.0,89,65,61,83,70,77,67,67,71,63.0,65,55,54,29,55,34,60,22,24,48,22,21,48,36,48,0
17.0,22,70.0,68,41,73,69,35,75,29,25,60,68.0,65,57,67,54,66,57,66,70,66,78,63,60,63,64,85,0
18.0,23,75.0,71,52,83,72,35,84,32,31,62,74.0,84,50,67,59,67,57,66,74,70,84,65,60,63,74,85,0
19.0,24,74.0,71,52,81,70,25,83,32,31,62,72.0,77,50,67,59,67,57,65,69,70,82,64,60,63,72,84,1
20.0,25,73.0,71,52,80,70,25,85,32,31,62,72.0,74,50,66,59,66,57,65,68,70,78,64,60,63,72,84,1
21.0,26,74.0,71,52,80,70,25,87,32,31,67,73.0,74,50,69,59,67,57,69,79,70,77,64,60,63,72,84,0
19.0,24,72.0,61,66,74,75,59,76,59,57,57,63.0,63,68,41,63,58,49,59,38,66,57,45,52,59,33,65,0
20.0,25,71.0,61,66,76,71,59,76,62,57,56,64.0,52,68,48,68,62,49,63,41,73,60,48,52,60,33,69,0
17.0,21,48.0,56,30,68,33,34,65,41,32,33,45.0,58,58,76,65,72,62,63,59,68,92,61,68,63,52,90,0
18.0,22,52.0,66,50,70,33,34,87,47,32,33,61.0,60,58,75,65,72,60,63,60,68,92,61,68,63,52,90,0
19.0,23,51.0,68,60,68,33,55,87,60,48,33,61.0,61,63,78,65,74,60,63,66,68,89,61,68,69,52,90,0
17.0,22,68.0,64,22,66,71,15,55,24,18,68,52.0,71,53,71,28,75,68,74,68,45,68,54,63,61,56,79,0
18.0,23,69.0,64,22,71,69,15,80,24,18,68,52.0,69,53,73,28,75,69,74,72,45,67,56,70,63,56,76,0
19.0,24,69.0,64,22,72,69,24,80,24,18,68,52.0,69,53,74,28,75,69,74,72,45,66,56,70,63,56,74,0
20.0,25,68.0,64,22,69,68,24,78,24,18,68,57.0,70,62,78,28,75,69,74,75,45,66,60,70,64,56,74,0
21.0,26,69.0,64,22,69,70,24,78,24,18,68,57.0,71,62,79,28,75,69,74,75,45,67,60,70,64,56,73,0
18.0,22,71.0,53,61,75,76,56,63,61,57,57,64.0,60,62,63,71,68,63,59,46,69,57,38,54,59,56,56,1
19.0,23,73.0,61,61,76,77,59,65,61,57,59,64.0,64,68,65,74,69,66,75,50,69,57,38,61,65,56,56,1
20.0,24,76.0,73,63,76,78,59,65,66,60,59,66.0,67,70,67,74,72,67,77,53,74,57,38,63,67,56,58,1
21.0,25,77.0,75,72,77,78,65,81,70,68,69,69.0,72,73,69,75,73,69,78,56,76,57,45,68,68,58,59,1
17.0,21,58.0,49,54,55,62,60,66,61,58,47,41.0,48,44,58,28,52,51,36,25,30,64,21,22,38,35,68,1
18.0,22,64.0,50,63,74,64,64,66,66,63,47,57.0,59,47,58,62,59,61,52,35,59,72,31,38,39,35,68,1
19.0,23,64.0,50,63,74,64,64,69,65,63,47,57.0,62,47,63,60,64,68,52,35,64,72,31,38,39,35,69,1
20.0,24,64.0,50,66,70,66,66,69,67,65,47,69.0,68,53,66,60,71,69,52,35,65,72,31,38,40,35,69,1
21.0,25,66.0,61,67,70,66,67,69,69,67,49,69.0,68,59,66,60,71,69,52,35,65,72,31,38,41,35,69,1
17.0,22,75.0,74,72,78,74,65,64,71,67,59,65.0,76,74,75,55,78,68,75,71,65,67,57,64,77,50,73,0
18.0,23,75.0,74,75,78,75,67,64,73,74,59,67.0,77,74,74,55,78,74,75,71,65,66,57,64,77,50,68,0
19.0,24,74.0,72,73,75,75,73,64,73,74,59,67.0,75,74,74,55,77,72,75,71,65,66,57,64,75,50,68,0
20.0,25,75.0,74,74,76,75,76,64,73,74,57,72.0,78,73,76,55,80,72,77,66,69,66,57,64,77,50,68,0
21.0,26,75.0,74,74,76,75,76,64,73,74,57,72.0,77,73,76,55,78,72,77,66,69,66,57,64,76,50,68,0
18.0,22,62.0,41,27,67,66,22,77,24,20,58,56.0,62,39,68,40,63,50,66,59,57,71,60,49,49,58,69,0
19.0,23,61.0,41,27,67,63,29,84,24,20,58,56.0,62,39,68,40,63,50,66,59,57,71,60,49,49,58,70,0
20.0,24,61.0,41,27,67,64,29,85,24,20,59,56.0,63,41,70,40,68,53,68,63,57,74,60,53,52,57,71,0
21.0,25,61.0,41,27,67,64,29,85,24,20,59,56.0,63,41,70,40,68,53,68,63,57,74,60,53,52,57,71,0
17.0,22,56.0,40,31,59,61,31,62,27,32,48,54.0,64,63,71,76,72,76,80,62,77,64,63,70,69,66,74,0
18.0,23,57.0,40,31,63,61,31,62,27,32,48,54.0,64,63,73,76,73,80,80,62,77,65,63,70,69,66,73,0
19.0,24,56.0,40,31,53,64,38,60,27,32,48,54.0,64,63,73,76,73,80,80,62,77,66,63,70,69,66,66,1
20.0,25,57.0,40,31,55,64,38,60,27,32,48,56.0,65,64,73,76,74,83,81,62,78,68,66,72,71,66,66,1
21.0,26,55.0,40,31,55,61,38,60,27,32,48,56.0,63,66,66,76,69,79,81,58,78,68,64,72,69,66,66,1
18.0,22,74.0,62,54,61,87,54,62,66,60,70,47.0,55,41,33,21,38,26,43,21,23,34,22,28,32,40,40,0
17.0,23,78.0,77,76,80,77,75,74,76,77,70,77.0,72,65,64,35,67,48,58,47,32,59,57,52,62,33,60,0
18.0,24,78.0,77,73,79,78,69,75,74,76,70,75.0,70,64,61,35,66,48,58,47,32,59,57,52,62,33,58,0
19.0,25,74.0,76,73,67,79,71,57,72,73,70,75.0,67,64,57,35,64,48,58,47,32,59,57,52,62,33,56,1
17.0,23,72.0,62,41,74,75,28,72,39,32,75,51.0,71,57,65,63,68,51,72,72,62,64,61,72,51,66,76,0
18.0,24,70.0,62,41,74,71,28,70,39,32,66,51.0,70,57,65,63,66,51,68,63,62,64,61,66,51,66,77,1
19.0,25,70.0,62,41,75,71,20,72,39,32,68,51.0,70,57,66,63,67,51,68,67,62,64,63,66,51,66,77,1
20.0,26,71.0,62,41,78,71,20,72,39,32,71,58.0,70,57,73,63,70,53,73,73,67,64,66,66,55,66,77,1
17.0,21,47.0,26,42,50,51,20,73,15,17,53,62.0,69,51,73,50,70,53,66,71,63,90,62,61,66,62,87,1
18.0,22,61.0,39,42,80,59,35,74,26,27,55,65.0,73,55,74,54,65,58,68,70,63,90,63,65,67,69,87,0
19.0,23,61.0,39,42,79,60,23,74,26,27,56,66.0,73,56,74,54,66,59,69,70,64,89,65,66,67,69,86,0
20.0,24,61.0,39,42,79,59,23,72,26,27,59,66.0,73,56,77,54,71,59,73,74,64,88,67,70,67,69,83,0
21.0,25,62.0,39,42,79,62,23,73,26,27,58,66.0,71,56,73,54,69,59,72,71,64,87,67,69,67,69,83,0
17.0,22,65.0,68,37,68,63,25,49,46,32,61,60.0,72,63,79,31,76,73,77,66,69,72,62,62,67,72,75,0
18.0,23,67.0,68,37,67,69,25,51,46,36,61,62.0,71,62,76,31,76,72,77,67,69,74,62,62,68,72,76,0
19.0,24,68.0,68,37,62,73,25,46,46,36,61,62.0,71,63,79,52,78,72,78,70,72,75,62,67,72,72,77,0
20.0,25,68.0,68,37,61,73,25,46,46,36,61,62.0,71,63,78,56,77,72,78,70,74,75,62,67,72,72,77,0
21.0,26,69.0,68,37,64,74,25,46,46,36,64,62.0,69,62,77,56,77,72,78,72,74,75,64,68,71,72,76,0
17.0,19,75.0,72,67,77,75,56,81,70,66,63,83.0,79,76,77,41,84,74,75,60,68,70,69,73,72,46,75,0
18.0,20,75.0,72,67,77,74,54,81,67,64,63,79.0,76,74,76,41,81,70,72,58,68,73,69,67,71,46,74,0
19.0,21,74.0,71,67,76,73,69,81,67,64,63,72.0,76,74,75,41,77,70,72,58,68,74,69,67,71,46,74,1
20.0,22,73.0,72,57,72,73,69,81,63,60,63,72.0,75,74,75,41,77,70,72,58,68,74,69,70,71,46,74,1
21.0,23,72.0,66,54,70,74,50,76,60,57,62,72.0,70,75,73,48,79,70,78,65,69,74,69,72,72,46,73,1
17.0,22,66.0,66,32,77,61,24,60,30,27,51,71.0,56,61,77,46,65,65,73,69,62,88,65,61,68,56,92,0
18.0,23,66.0,66,32,77,61,24,60,30,27,51,71.0,76,61,75,46,68,66,75,73,66,88,69,61,64,56,93,0
19.0,24,66.0,66,32,77,61,18,68,30,27,63,71.0,76,64,75,46,68,69,75,74,66,86,69,61,60,56,92,0
17.0,22,74.0,72,66,79,72,67,73,66,65,60,65.0,64,62,72,49,70,69,64,64,68,65,65,47,67,47,68,0
18.0,23,74.0,72,68,80,72,69,73,68,66,60,68.0,68,63,69,49,70,69,65,64,68,67,65,49,66,47,67,0
19.0,24,74.0,73,70,80,72,56,73,68,68,60,69.0,70,67,70,56,71,72,65,64,68,67,65,49,68,49,67,0
20.0,25,74.0,73,70,80,71,61,74,66,67,60,69.0,68,64,70,56,71,71,65,64,68,67,65,49,68,49,67,0
21.0,26,73.0,68,74,82,70,61,70,66,67,60,66.0,67,64,69,56,67,71,65,64,71,66,65,49,62,49,67,0
17.0,22,65.0,56,53,70,64,65,79,66,64,62,46.0,58,55,29,23,44,23,41,22,28,64,23,20,34,35,60,1
18.0,23,70.0,56,64,75,72,69,81,69,67,68,61.0,61,59,32,30,64,41,52,68,39,66,31,31,34,37,48,0
19.0,24,69.0,56,64,75,70,62,79,67,65,68,61.0,61,59,32,30,62,41,52,68,39,66,31,31,34,37,48,1
20.0,25,75.0,56,62,77,80,61,83,64,67,72,61.0,61,59,32,30,62,41,52,49,39,65,31,31,34,37,48,1
21.0,26,76.0,64,68,70,84,72,76,72,69,73,68.0,66,66,41,35,66,41,52,47,44,67,31,31,34,50,48,0
17.0,22,71.0,51,57,64,83,63,72,68,62,66,44.0,62,25,36,32,46,31,41,23,31,46,30,22,27,52,49,1
18.0,23,72.0,55,66,64,83,63,73,68,62,66,44.0,62,32,36,32,49,49,41,35,31,46,30,40,27,52,49,1
19.0,24,79.0,75,76,73,83,74,81,71,72,68,58.0,67,57,55,32,53,54,41,35,31,46,30,40,27,34,49,1
20.0,25,78.0,82,75,65,83,74,81,71,72,69,58.0,70,57,56,32,54,60,41,35,38,45,30,40,27,34,49,0
17.0,21,74.0,68,68,78,73,64,84,70,69,65,59.0,67,68,59,48,65,54,58,42,50,60,46,53,64,51,64,0
18.0,22,72.0,68,68,75,72,64,81,70,69,65,61.0,67,67,59,48,65,52,58,42,50,62,46,53,64,51,64,0
19.0,23,71.0,67,67,69,73,63,80,68,67,63,59.0,64,65,59,48,64,52,58,44,50,62,46,56,62,51,64,0
20.0,24,74.0,69,67,77,73,70,80,72,69,64,59.0,62,65,62,48,67,52,58,44,50,65,46,56,64,51,61,0
21.0,25,76.0,69,67,87,73,68,80,69,69,64,59.0,62,65,60,48,64,52,58,44,50,65,46,56,65,51,61,0
17.0,22,59.0,56,52,62,58,51,56,56,61,45,39.0,47,50,53,29,51,55,52,29,52,66,35,43,40,44,69,0
17.0,26,59.0,47,20,69,58,27,71,29,26,65,65.0,70,52,69,63,70,55,70,68,61,76,72,65,59,64,71,1
18.0,27,66.0,63,20,69,65,27,71,37,33,62,65.0,70,52,71,63,70,55,70,72,61,76,72,65,65,64,71,0
17.0,23,70.0,64,48,67,74,37,63,52,56,50,50.0,54,61,62,34,63,42,60,48,44,63,39,46,61,56,64,0
18.0,24,72.0,68,54,71,75,46,65,62,58,50,60.0,57,61,64,34,63,42,60,48,47,63,39,46,61,56,66,0
19.0,25,72.0,68,55,71,75,62,65,63,59,51,61.0,58,61,65,34,64,42,61,49,47,63,39,47,63,56,66,0
17.0,23,69.0,72,21,64,71,15,57,20,13,59,58.0,65,32,70,32,68,57,78,71,43,62,40,60,44,53,70,1
18.0,24,75.0,72,21,73,78,18,71,23,15,70,78.0,69,42,76,48,76,64,80,78,50,71,66,70,68,68,69,0
19.0,25,74.0,68,21,71,78,18,71,23,15,69,71.0,65,42,72,48,70,64,80,73,57,73,66,68,66,68,69,0
20.0,26,74.0,68,21,73,78,18,71,23,15,69,71.0,69,44,72,48,70,67,80,74,57,73,66,68,68,68,65,0
17.0,21,56.0,61,49,64,49,45,61,50,55,58,40.0,47,65,51,43,62,40,57,37,48,63,38,50,56,38,61,0
18.0,22,65.0,61,49,73,63,45,61,53,55,58,54.0,49,67,63,61,62,40,57,51,52,67,38,58,56,55,70,0
19.0,23,67.0,61,49,75,66,41,64,53,55,58,54.0,49,67,63,61,62,40,57,51,52,66,38,58,56,55,72,0
20.0,24,65.0,61,49,74,63,52,63,53,55,58,54.0,42,67,63,56,62,40,57,51,52,66,38,54,56,55,72,0
21.0,25,68.0,61,58,83,63,58,65,61,59,58,62.0,58,67,61,56,63,40,57,51,55,79,38,54,59,55,82,0
17.0,23,54.0,50,32,51,57,40,52,53,58,53,59.0,71,69,70,61,73,62,59,54,60,71,50,55,69,64,66,1
20.0,25,69.0,67,64,70,72,42,51,64,58,56,58.0,65,64,67,46,70,62,70,34,38,67,36,63,62,58,59,0
17.0,27,67.0,56,69,75,65,66,81,73,63,63,56.0,66,64,65,58,66,59,76,52,63,63,56,70,58,71,64,0
18.0,28,67.0,56,69,75,65,66,81,73,63,63,56.0,66,64,65,58,66,59,76,52,63,63,56,70,58,71,64,0
19.0,29,70.0,60,69,75,70,65,81,73,63,63,56.0,66,64,65,58,68,62,76,52,63,59,56,70,58,71,64,0
17.0,25,73.0,80,57,75,70,54,64,53,52,51,45.0,56,63,62,23,55,46,45,32,42,59,28,50,66,33,64,0
17.0,22,47.0,28,18,55,50,19,51,23,22,59,50.0,63,67,70,67,68,68,59,62,63,75,55,64,69,59,76,1
18.0,23,49.0,28,18,57,53,19,51,23,22,59,71.0,63,67,70,67,68,68,59,62,63,75,55,64,69,59,80,0
19.0,24,40.0,28,18,56,35,27,51,23,22,59,71.0,66,69,72,67,71,72,59,62,66,83,59,64,69,59,82,0
20.0,25,40.0,28,18,56,36,27,51,23,22,66,71.0,66,70,72,67,71,72,59,66,66,83,63,64,70,59,83,0
21.0,26,39.0,28,18,57,34,27,51,23,22,66,69.0,65,70,72,67,71,71,59,64,66,81,63,64,70,59,81,1
17.0,22,71.0,65,39,72,76,20,41,41,36,70,64.0,64,54,69,30,66,34,46,63,52,32,42,47,65,60,61,1
18.0,23,75.0,60,41,79,82,27,40,48,36,71,67.0,70,62,70,30,70,41,54,67,54,46,44,49,66,60,47,1
19.0,24,73.0,60,41,72,82,33,38,48,36,73,66.0,68,62,72,30,69,41,56,69,54,46,51,55,66,60,46,1
20.0,25,73.0,60,41,72,82,33,37,48,36,74,68.0,71,62,72,30,70,41,58,71,54,44,51,55,68,60,46,1
21.0,26,80.0,77,41,74,87,33,48,48,36,77,69.0,72,63,72,30,74,41,67,73,58,31,54,61,68,60,46,0
18.0,21,47.0,34,27,65,40,13,83,16,14,58,50.0,60,49,55,49,59,42,62,60,52,63,56,58,39,46,77,0
19.0,22,51.0,35,27,68,45,27,87,16,14,60,59.0,59,59,63,50,65,42,65,66,53,64,56,61,58,58,79,0
17.0,21,63.0,72,74,66,59,75,52,75,73,54,53.0,69,69,65,29,66,72,42,24,43,66,34,28,69,35,72,0
18.0,22,65.0,70,73,71,61,72,52,72,71,54,63.0,69,67,63,29,64,70,42,24,43,67,34,28,67,35,74,0
19.0,23,67.0,71,74,78,62,72,53,72,71,56,64.0,70,67,63,29,64,71,43,26,43,68,35,28,68,37,74,0
20.0,24,67.0,71,74,77,62,72,53,72,71,56,64.0,70,67,63,29,64,71,43,26,43,68,35,28,68,37,74,0
17.0,22,64.0,52,34,80,62,34,54,34,37,48,74.0,76,66,83,70,83,74,74,66,73,72,70,74,76,68,83,1
18.0,23,65.0,52,34,83,63,28,49,36,32,48,83.0,80,70,86,80,87,77,80,73,79,79,70,82,78,72,85,1
19.0,24,64.0,52,66,80,63,65,49,46,42,48,83.0,80,70,86,80,87,82,80,69,82,79,74,82,80,72,85,0
20.0,25,66.0,52,66,79,67,66,49,54,50,54,82.0,80,71,88,80,88,82,82,68,82,79,74,82,82,72,85,0
21.0,26,65.0,52,66,77,66,66,49,54,50,54,78.0,78,71,84,80,84,81,82,68,82,79,74,82,79,72,85,0
17.0,27,81.0,79,25,78,84,25,75,22,20,77,70.0,70,43,65,48,62,42,76,74,53,59,69,50,59,71,58,0
17.0,23,69.0,58,21,73,70,13,76,22,17,65,55.0,65,51,76,65,74,65,79,65,72,67,67,69,55,56,78,0
17.0,22,63.0,50,59,73,62,71,81,68,64,54,52.0,65,52,50,15,56,30,41,21,25,63,29,22,42,12,71,0
18.0,23,67.0,50,64,75,67,71,86,68,65,64,62.0,67,56,50,21,61,36,48,29,41,64,33,61,42,28,73,0
20.0,25,65.0,50,64,65,69,59,83,64,65,64,61.0,53,56,51,21,61,36,48,29,41,64,33,56,42,28,73,0
17.0,25,72.0,72,64,72,75,65,51,70,62,65,56.0,55,58,48,39,57,53,54,36,37,56,35,46,54,39,68,0
18.0,26,74.0,72,64,74,77,65,48,70,62,65,58.0,57,58,48,39,57,53,54,36,37,38,35,46,54,39,67,0
19.0,27,76.0,72,64,75,81,65,48,70,62,65,58.0,57,58,48,39,57,53,54,36,37,37,35,46,54,64,67,0
20.0,28,76.0,72,64,76,81,65,51,70,66,65,58.0,57,58,52,39,59,53,54,36,37,36,35,46,54,64,68,0
17.0,23,77.0,71,70,79,79,67,64,71,70,63,55.0,67,59,68,37,65,69,41,35,45,54,30,30,54,32,73,0
18.0,24,77.0,73,70,77,80,68,64,71,70,63,59.0,67,59,69,37,65,70,41,35,45,54,30,30,54,32,64,1
19.0,25,76.0,73,70,71,81,70,62,71,70,63,59.0,65,59,69,37,65,70,41,35,45,48,30,30,54,45,58,1
20.0,26,78.0,80,73,70,82,73,61,74,73,73,71.0,70,63,68,37,66,70,61,37,53,45,34,42,57,45,55,1
21.0,27,80.0,84,73,72,83,75,66,75,74,74,71.0,76,70,68,37,66,70,61,37,53,45,34,42,57,45,55,1
17.0,22,74.0,63,59,52,92,62,54,68,64,71,58.0,57,55,49,34,54,36,45,26,29,32,31,28,51,42,34,0
18.0,23,74.0,64,58,51,92,62,54,66,64,70,58.0,57,55,49,34,51,36,45,26,29,33,31,28,51,42,35,0
19.0,24,73.0,64,58,46,93,66,53,66,64,70,58.0,57,55,49,34,51,36,45,26,29,33,31,28,51,42,34,0
20.0,25,80.0,66,58,72,93,66,53,71,68,70,59.0,55,60,49,38,53,36,47,26,29,31,31,31,51,39,34,0
17.0,23,64.0,69,65,78,56,61,63,68,65,49,71.0,72,77,64,40,70,47,67,43,59,66,53,54,63,46,56,1
18.0,24,64.0,69,65,78,56,61,62,68,67,49,71.0,72,75,64,56,70,47,67,43,59,66,53,54,62,53,56,1
19.0,25,66.0,69,66,78,59,66,61,70,67,49,75.0,76,77,66,65,74,47,72,43,64,69,53,59,68,53,67,0
20.0,26,64.0,66,64,77,58,63,60,69,67,54,74.0,75,79,67,65,74,56,72,43,68,70,53,59,69,53,66,0
21.0,27,64.0,65,64,77,58,63,60,69,67,54,74.0,75,79,67,65,74,56,72,43,68,70,53,59,69,53,66,0
17.0,23,63.0,35,12,58,76,14,63,14,15,60,45.0,54,32,53,32,56,33,59,64,43,66,39,50,50,63,61,1
18.0,24,68.0,55,12,59,76,14,77,14,15,75,68.0,65,32,71,44,70,33,77,77,54,66,68,69,50,63,68,0
17.0,27,72.0,69,52,65,77,65,77,66,61,66,55.0,56,27,25,22,35,24,37,16,30,66,24,22,33,34,63,0
18.0,28,72.0,69,65,65,77,70,77,70,65,65,55.0,57,67,25,22,36,24,37,16,30,66,24,22,44,34,63,0
17.0,24,55.0,31,51,67,59,40,47,59,45,39,45.0,55,44,59,36,60,56,60,51,43,75,40,38,57,52,75,0
17.0,25,75.0,73,65,67,81,68,57,67,62,68,45.0,61,32,32,23,45,22,41,20,24,39,30,23,29,33,38,0
18.0,26,75.0,75,65,70,81,68,49,67,63,68,57.0,61,32,32,23,45,22,41,20,24,52,30,23,29,33,51,0
19.0,27,75.0,75,67,70,81,57,48,69,65,68,57.0,65,39,32,23,45,22,41,20,24,52,30,23,34,33,51,1
20.0,28,75.0,75,68,70,80,59,50,68,64,69,57.0,66,39,32,23,47,22,40,20,24,52,30,23,34,33,51,1
21.0,29,76.0,75,68,69,82,64,50,68,64,69,57.0,64,46,32,23,50,22,40,20,24,49,30,23,34,33,51,1
19.0,27,59.0,43,47,73,59,58,53,49,44,46,66.0,63,65,71,54,70,63,68,59,65,83,59,67,66,57,72,0
17.0,22,62.0,64,62,46,69,60,72,63,59,55,60.0,53,43,38,41,46,36,48,41,40,66,41,42,38,44,51,0
17.0,22,55.0,47,20,57,56,15,71,20,18,54,55.0,61,48,71,50,72,64,66,68,62,73,66,65,47,65,90,1
18.0,23,57.0,47,20,68,54,15,71,20,18,54,72.0,61,48,75,50,76,64,66,68,62,84,66,65,47,65,90,1
19.0,24,57.0,47,34,68,54,53,72,37,42,54,72.0,61,58,75,50,76,64,66,64,62,88,66,65,55,65,87,1
20.0,25,60.0,50,52,72,56,59,75,44,45,54,76.0,66,69,73,73,76,66,74,70,69,88,66,72,70,70,87,0
17.0,26,81.0,78,53,62,91,61,81,67,65,72,60.0,63,41,45,31,53,37,49,29,29,34,32,32,33,42,32,1
18.0,27,82.0,78,61,62,93,68,81,71,70,72,70.0,63,52,49,31,66,37,49,61,51,34,43,58,33,42,33,1
19.0,28,83.0,82,64,65,92,71,78,74,73,77,70.0,64,54,49,31,68,37,49,67,51,34,43,58,34,42,33,0
17.0,23,55.0,22,14,56,67,18,59,13,16,65,35.0,59,57,66,55,67,61,52,61,56,65,42,52,49,60,59,0
18.0,24,51.0,22,14,53,61,18,54,13,16,64,55.0,55,57,62,55,60,61,52,60,56,65,42,52,49,60,80,0
17.0,21,58.0,48,38,65,59,23,59,27,25,55,50.0,62,56,69,57,68,62,58,58,55,69,48,55,59,58,77,1
18.0,22,58.0,48,38,65,58,23,59,27,25,55,50.0,62,56,69,57,68,62,58,58,55,69,48,55,59,58,80,1
19.0,23,61.0,48,38,71,61,43,67,31,25,57,52.0,62,56,73,57,69,68,60,58,55,70,48,57,62,58,80,0
20.0,24,63.0,48,38,71,65,43,67,31,25,59,56.0,67,56,73,57,70,69,60,62,59,74,48,58,64,58,80,1
21.0,25,63.0,48,38,71,65,45,67,31,25,51,56.0,67,56,72,57,70,70,64,62,68,74,52,58,64,58,80,0
17.0,29,70.0,60,40,80,68,45,75,58,48,62,60.0,62,68,80,61,75,68,67,71,63,83,70,62,71,70,91,0
18.0,30,71.0,60,40,79,70,34,76,51,48,62,64.0,77,68,81,61,76,65,72,75,63,79,75,62,71,70,91,0
19.0,31,71.0,60,40,79,71,40,76,51,48,70,66.0,77,69,81,61,74,65,74,75,63,78,75,71,71,73,93,0
17.0,23,67.0,63,76,82,60,73,76,75,74,66,74.0,76,67,77,71,76,78,72,50,75,70,62,65,66,63,78,1
